name,zone,tech,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
cost_hyb_build,1,22,4026.64025098762,3690.72865440046,3522.76017735964,3522.76017735964,3522.76017735964,3522.76017735964,3522.76017735964,3522.76017735964,3521.4762645611,3450.98069600055,3404.06087867421,3347.93173949856,3317.15987809392,3298.64067134022,3296.64718215709,3253.59752533773,3222.50403554128,3199.01280928875,3180.65550038456,3165.9279976164,3153.86129792514,3143.80369202901,3135.29961194988,3128.02201102788,3121.72923450774,3116.23987877492,3111.41371905215,3094.39602274211,3078.77017113027,3064.78128666348,3052.19790093041,3040.83037454908,3030.52157774589
cost_hyb_build,2,22,4026.64025098762,3690.72865440046,3522.76017735964,3522.76017735964,3522.76017735964,3522.76017735964,3522.76017735964,3522.76017735964,3521.4762645611,3450.98069600055,3404.06087867421,3347.93173949856,3317.15987809392,3298.64067134022,3296.64718215709,3253.59752533773,3222.50403554128,3199.01280928875,3180.65550038456,3165.9279976164,3153.86129792514,3143.80369202901,3135.29961194988,3128.02201102788,3121.72923450774,3116.23987877492,3111.41371905215,3094.39602274211,3078.77017113027,3064.78128666348,3052.19790093041,3040.83037454908,3030.52157774589
cost_hyb_build,3,22,4000.20496814989,3664.29337156274,3496.32489452191,3496.32489452191,3496.32489452191,3496.32489452191,3496.32489452191,3496.32489452191,3495.04098172338,3424.54541316282,3377.62559583647,3321.49645666084,3290.72459525619,3272.2053885025,3270.21189931936,3227.1622425,3196.06875270356,3172.57752645102,3154.22021754683,3139.49271477866,3127.4260150874,3117.36840919127,3108.86432911214,3101.58672819015,3095.29395167,3089.80459593718,3084.97843621441,3067.96073990437,3052.33488829253,3038.34600382576,3025.76261809268,3014.39509171135,3004.08629490815
cost_hyb_build,5,22,4026.64025098762,3690.72865440046,3522.76017735964,3522.76017735964,3522.76017735964,3522.76017735964,3522.76017735964,3522.76017735964,3521.4762645611,3450.98069600055,3404.06087867421,3347.93173949856,3317.15987809392,3298.64067134022,3296.64718215709,3253.59752533773,3222.50403554128,3199.01280928875,3180.65550038456,3165.9279976164,3153.86129792514,3143.80369202901,3135.29961194988,3128.02201102788,3121.72923450774,3116.23987877492,3111.41371905215,3094.39602274211,3078.77017113027,3064.78128666348,3052.19790093041,3040.83037454908,3030.52157774589
cost_hyb_build,6,22,4008.62270135471,3672.71110476756,3504.74262772673,3504.74262772673,3504.74262772673,3504.74262772673,3504.74262772673,3504.74262772673,3503.4587149282,3432.96314636765,3386.04332904129,3329.91418986566,3299.14232846102,3280.62312170732,3278.62963252418,3235.57997570482,3204.48648590838,3180.99525965584,3162.63795075166,3147.91044798349,3135.84374829222,3125.7861423961,3117.28206231697,3110.00446139498,3103.71168487482,3098.22232914201,3093.39616941924,3076.37847310919,3060.75262149736,3046.76373703058,3034.18035129751,3022.81282491618,3012.50402811298
cost_hyb_build,7,22,4026.64025098762,3690.72865440046,3522.76017735964,3522.76017735964,3522.76017735964,3522.76017735964,3522.76017735964,3522.76017735964,3521.4762645611,3450.98069600055,3404.06087867421,3347.93173949856,3317.15987809392,3298.64067134022,3296.64718215709,3253.59752533773,3222.50403554128,3199.01280928875,3180.65550038456,3165.9279976164,3153.86129792514,3143.80369202901,3135.29961194988,3128.02201102788,3121.72923450774,3116.23987877492,3111.41371905215,3094.39602274211,3078.77017113027,3064.78128666348,3052.19790093041,3040.83037454908,3030.52157774589
cost_hyb_build,8,22,4026.64025098762,3690.72865440046,3522.76017735964,3522.76017735964,3522.76017735964,3522.76017735964,3522.76017735964,3522.76017735964,3521.4762645611,3450.98069600055,3404.06087867421,3347.93173949856,3317.15987809392,3298.64067134022,3296.64718215709,3253.59752533773,3222.50403554128,3199.01280928875,3180.65550038456,3165.9279976164,3153.86129792514,3143.80369202901,3135.29961194988,3128.02201102788,3121.72923450774,3116.23987877492,3111.41371905215,3094.39602274211,3078.77017113027,3064.78128666348,3052.19790093041,3040.83037454908,3030.52157774589
cost_hyb_build,9,22,4044.65780062053,3708.74620403338,3540.77772699255,3540.77772699255,3540.77772699255,3540.77772699255,3540.77772699255,3540.77772699255,3539.49381419401,3468.99824563346,3422.07842830711,3365.94928913148,3335.17742772683,3316.65822097313,3314.66473179,3271.61507497064,3240.5215851742,3217.03035892165,3198.67305001747,3183.9455472493,3171.87884755804,3161.82124166191,3153.31716158278,3146.03956066079,3139.74678414064,3134.25742840782,3129.43126868505,3112.41357237501,3096.78772076317,3082.79883629639,3070.21545056332,3058.84792418199,3048.53912737879
cost_hyb_build,10,22,4017.63147278475,3681.71987619759,3513.75139915676,3513.75139915676,3513.75139915676,3513.75139915676,3513.75139915676,3513.75139915676,3512.46748635823,3441.97191779768,3395.05210047133,3338.92296129569,3308.15109989105,3289.63189313735,3287.63840395422,3244.58874713485,3213.49525733841,3190.00403108588,3171.64672218169,3156.91921941353,3144.85251972226,3134.79491382614,3126.29083374701,3119.01323282501,3112.72045630487,3107.23110057205,3102.40494084928,3085.38724453923,3069.7613929274,3055.77250846061,3043.18912272754,3031.82159634621,3021.51279954302
cost_hyb_build,11,22,4017.63147278475,3681.71987619759,3513.75139915676,3513.75139915676,3513.75139915676,3513.75139915676,3513.75139915676,3513.75139915676,3512.46748635823,3441.97191779768,3395.05210047133,3338.92296129569,3308.15109989105,3289.63189313735,3287.63840395422,3244.58874713485,3213.49525733841,3190.00403108588,3171.64672218169,3156.91921941353,3144.85251972226,3134.79491382614,3126.29083374701,3119.01323282501,3112.72045630487,3107.23110057205,3102.40494084928,3085.38724453923,3069.7613929274,3055.77250846061,3043.18912272754,3031.82159634621,3021.51279954302
cost_hyb_build,12,22,4026.64025098762,3690.72865440046,3522.76017735964,3522.76017735964,3522.76017735964,3522.76017735964,3522.76017735964,3522.76017735964,3521.4762645611,3450.98069600055,3404.06087867421,3347.93173949856,3317.15987809392,3298.64067134022,3296.64718215709,3253.59752533773,3222.50403554128,3199.01280928875,3180.65550038456,3165.9279976164,3153.86129792514,3143.80369202901,3135.29961194988,3128.02201102788,3121.72923450774,3116.23987877492,3111.41371905215,3094.39602274211,3078.77017113027,3064.78128666348,3052.19790093041,3040.83037454908,3030.52157774589
cost_hyb_build,13,22,4008.62270135471,3672.71110476756,3504.74262772673,3504.74262772673,3504.74262772673,3504.74262772673,3504.74262772673,3504.74262772673,3503.4587149282,3432.96314636765,3386.04332904129,3329.91418986566,3299.14232846102,3280.62312170732,3278.62963252418,3235.57997570482,3204.48648590838,3180.99525965584,3162.63795075166,3147.91044798349,3135.84374829222,3125.7861423961,3117.28206231697,3110.00446139498,3103.71168487482,3098.22232914201,3093.39616941924,3076.37847310919,3060.75262149736,3046.76373703058,3034.18035129751,3022.81282491618,3012.50402811298
cost_hyb_build,15,22,4089.70167131638,3753.79007472922,3585.82159768839,3585.82159768839,3585.82159768839,3585.82159768839,3585.82159768839,3585.82159768839,3584.53768488986,3514.0421163293,3467.12229900296,3410.99315982732,3380.22129842268,3361.70209166898,3359.70860248584,3316.65894566648,3285.56545587004,3262.07422961751,3243.71692071332,3228.98941794516,3216.92271825389,3206.86511235777,3198.36103227864,3191.08343135664,3184.79065483649,3179.30129910368,3174.47513938091,3157.45744307086,3141.83159145903,3127.84270699224,3115.25932125916,3103.89179487784,3093.58299807465
cost_hyb_build,16,22,4044.65780062053,3708.74620403338,3540.77772699255,3540.77772699255,3540.77772699255,3540.77772699255,3540.77772699255,3540.77772699255,3539.49381419401,3468.99824563346,3422.07842830711,3365.94928913148,3335.17742772683,3316.65822097313,3314.66473179,3271.61507497064,3240.5215851742,3217.03035892165,3198.67305001747,3183.9455472493,3171.87884755804,3161.82124166191,3153.31716158278,3146.03956066079,3139.74678414064,3134.25742840782,3129.43126868505,3112.41357237501,3096.78772076317,3082.79883629639,3070.21545056332,3058.84792418199,3048.53912737879
cost_hyb_build,1,23,5212.70028260674,4777.84482860106,4560.40068828457,4560.40068828457,4560.40068828457,4560.40068828457,4560.40068828457,4560.40068828457,4558.73859477967,4467.47832635415,4406.73812365616,4334.07596329267,4294.24014965102,4270.26605008874,4267.68537215861,4211.95529837976,4171.7031196535,4141.29247601695,4117.52796184429,4098.46242505519,4082.84143957596,4069.82133302827,4058.81234839873,4049.39110636612,4041.24477197807,4034.13850859316,4027.89078776818,4005.86047345269,3985.63197623519,3967.52262017948,3951.232757098,3936.51688870973,3923.17160215323
