name,zone,tech,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
cost_hyb_build,1,22,5212700.28260674,4342989.37459539,3908101.09396242,3908101.09396242,3908101.09396242,3908101.09396242,3908101.09396242,3908101.09396242,3904776.62638315,3722256.08953211,3600775.68413611,3455451.36340914,3375779.73612585,3327831.81757075,3322670.46171049,3211210.3141528,3130705.67613079,3069884.66942716,3022355.64108186,2984224.56750365,2952982.87711464,2926942.10288033,2904924.13362125,2886081.64955605,2869789.54191886,2855576.73457959,2843081.29292963,2799020.66429864,2758563.66986363,2722344.95775224,2689765.23158928,2660333.49481273,2633642.92169972
cost_hyb_build,2,22,5212700.28260674,4342989.37459539,3908101.09396242,3908101.09396242,3908101.09396242,3908101.09396242,3908101.09396242,3908101.09396242,3904776.62638315,3722256.08953211,3600775.68413611,3455451.36340914,3375779.73612585,3327831.81757075,3322670.46171049,3211210.3141528,3130705.67613079,3069884.66942716,3022355.64108186,2984224.56750365,2952982.87711464,2926942.10288033,2904924.13362125,2886081.64955605,2869789.54191886,2855576.73457959,2843081.29292963,2799020.66429864,2758563.66986363,2722344.95775224,2689765.23158928,2660333.49481273,2633642.92169972
cost_hyb_build,3,22,5178478.40090642,4308767.49289507,3873879.2122621,3873879.2122621,3873879.2122621,3873879.2122621,3873879.2122621,3873879.2122621,3870554.74468283,3688034.2078318,3566553.8024358,3421229.48170883,3341557.85442553,3293609.93587043,3288448.58001017,3176988.43245248,3096483.79443048,3035662.78772684,2988133.75938154,2950002.68580332,2918760.99541433,2892720.22118001,2870702.25192094,2851859.76785573,2835567.66021855,2821354.85287926,2808859.4112293,2764798.78259832,2724341.78816331,2688123.07605191,2655543.34988896,2626111.6131124,2599421.0399994
cost_hyb_build,5,22,5212700.28260674,4342989.37459539,3908101.09396242,3908101.09396242,3908101.09396242,3908101.09396242,3908101.09396242,3908101.09396242,3904776.62638315,3722256.08953211,3600775.68413611,3455451.36340914,3375779.73612585,3327831.81757075,3322670.46171049,3211210.3141528,3130705.67613079,3069884.66942716,3022355.64108186,2984224.56750365,2952982.87711464,2926942.10288033,2904924.13362125,2886081.64955605,2869789.54191886,2855576.73457959,2843081.29292963,2799020.66429864,2758563.66986363,2722344.95775224,2689765.23158928,2660333.49481273,2633642.92169972
cost_hyb_build,6,22,5189375.60490793,4319664.69689657,3884776.41626361,3884776.41626361,3884776.41626361,3884776.41626361,3884776.41626361,3884776.41626361,3881451.94868434,3698931.4118333,3577451.00643731,3432126.68571034,3352455.05842704,3304507.13987194,3299345.78401168,3187885.63645399,3107380.99843199,3046559.99172835,2999030.96338305,2960899.88980483,2929658.19941584,2903617.42518152,2881599.45592245,2862756.97185724,2846464.86422005,2832252.05688077,2819756.61523081,2775695.98659983,2735238.99216482,2699020.28005342,2666440.55389047,2637008.81711391,2610318.24400091
cost_hyb_build,7,22,5212700.28260674,4342989.37459539,3908101.09396242,3908101.09396242,3908101.09396242,3908101.09396242,3908101.09396242,3908101.09396242,3904776.62638315,3722256.08953211,3600775.68413611,3455451.36340914,3375779.73612585,3327831.81757075,3322670.46171049,3211210.3141528,3130705.67613079,3069884.66942716,3022355.64108186,2984224.56750365,2952982.87711464,2926942.10288033,2904924.13362125,2886081.64955605,2869789.54191886,2855576.73457959,2843081.29292963,2799020.66429864,2758563.66986363,2722344.95775224,2689765.23158928,2660333.49481273,2633642.92169972
cost_hyb_build,8,22,5212700.28260674,4342989.37459539,3908101.09396242,3908101.09396242,3908101.09396242,3908101.09396242,3908101.09396242,3908101.09396242,3904776.62638315,3722256.08953211,3600775.68413611,3455451.36340914,3375779.73612585,3327831.81757075,3322670.46171049,3211210.3141528,3130705.67613079,3069884.66942716,3022355.64108186,2984224.56750365,2952982.87711464,2926942.10288033,2904924.13362125,2886081.64955605,2869789.54191886,2855576.73457959,2843081.29292963,2799020.66429864,2758563.66986363,2722344.95775224,2689765.23158928,2660333.49481273,2633642.92169972
cost_hyb_build,9,22,5236024.96030554,4366314.05229419,3931425.77166122,3931425.77166122,3931425.77166122,3931425.77166122,3931425.77166122,3931425.77166122,3928101.30408196,3745580.76723092,3624100.36183493,3478776.04110796,3399104.41382466,3351156.49526956,3345995.1394093,3234534.9918516,3154030.35382961,3093209.34712597,3045680.31878066,3007549.24520245,2976307.55481345,2950266.78057914,2928248.81132006,2909406.32725486,2893114.21961767,2878901.41227839,2866405.97062843,2822345.34199744,2781888.34756244,2745669.63545104,2713089.90928808,2683658.17251153,2656967.59939853
cost_hyb_build,10,22,5201037.93937344,4331327.03136209,3896438.75072912,3896438.75072912,3896438.75072912,3896438.75072912,3896438.75072912,3896438.75072912,3893114.28314984,3710593.7462988,3589113.34090281,3443789.02017584,3364117.39289254,3316169.47433745,3311008.11847719,3199547.9709195,3119043.33289749,3058222.32619386,3010693.29784856,2972562.22427034,2941320.53388134,2915279.75964702,2893261.79038795,2874419.30632274,2858127.19868555,2843914.39134628,2831418.94969633,2787358.32106534,2746901.32663033,2710682.61451893,2678102.88835598,2648671.15157942,2621980.57846642
cost_hyb_build,11,22,5201037.93937344,4331327.03136209,3896438.75072912,3896438.75072912,3896438.75072912,3896438.75072912,3896438.75072912,3896438.75072912,3893114.28314984,3710593.7462988,3589113.34090281,3443789.02017584,3364117.39289254,3316169.47433745,3311008.11847719,3199547.9709195,3119043.33289749,3058222.32619386,3010693.29784856,2972562.22427034,2941320.53388134,2915279.75964702,2893261.79038795,2874419.30632274,2858127.19868555,2843914.39134628,2831418.94969633,2787358.32106534,2746901.32663033,2710682.61451893,2678102.88835598,2648671.15157942,2621980.57846642
cost_hyb_build,12,22,5212700.28260674,4342989.37459539,3908101.09396242,3908101.09396242,3908101.09396242,3908101.09396242,3908101.09396242,3908101.09396242,3904776.62638315,3722256.08953211,3600775.68413611,3455451.36340914,3375779.73612585,3327831.81757075,3322670.46171049,3211210.3141528,3130705.67613079,3069884.66942716,3022355.64108186,2984224.56750365,2952982.87711464,2926942.10288033,2904924.13362125,2886081.64955605,2869789.54191886,2855576.73457959,2843081.29292963,2799020.66429864,2758563.66986363,2722344.95775224,2689765.23158928,2660333.49481273,2633642.92169972
cost_hyb_build,13,22,5189375.60490793,4319664.69689657,3884776.41626361,3884776.41626361,3884776.41626361,3884776.41626361,3884776.41626361,3884776.41626361,3881451.94868434,3698931.4118333,3577451.00643731,3432126.68571034,3352455.05842704,3304507.13987194,3299345.78401168,3187885.63645399,3107380.99843199,3046559.99172835,2999030.96338305,2960899.88980483,2929658.19941584,2903617.42518152,2881599.45592245,2862756.97185724,2846464.86422005,2832252.05688077,2819756.61523081,2775695.98659983,2735238.99216482,2699020.28005342,2666440.55389047,2637008.81711391,2610318.24400091
cost_hyb_build,15,22,5294336.65016867,4424625.74215732,3989737.46152435,3989737.46152435,3989737.46152435,3989737.46152435,3989737.46152435,3989737.46152435,3986412.99394508,3803892.45709404,3682412.05169804,3537087.73097108,3457416.10368778,3409468.18513269,3404306.82927242,3292846.68171473,3212342.04369273,3151521.03698909,3103992.00864379,3065860.93506558,3034619.24467657,3008578.47044226,2986560.50118318,2967718.01711798,2951425.90948079,2937213.10214152,2924717.66049156,2880657.03186057,2840200.03742556,2803981.32531417,2771401.59915121,2741969.86237466,2715279.28926166
